$GNDTM,W84,,0.0,N,0.0,E,0.0,W84*71
$GNGSA,A,3,23,24,20,12,,,,,,,,,9.62,5.88,7.62,1*0C
$GNGSA,A,3,66,76,,,,,,,,,,,9.62,5.88,7.62,2*08
$GNGSA,A,3,,,,,,,,,,,,,9.62,5.88,7.62,4*0F
$GNRMC,010500.00,A,5227.03942,N,9714.42462,W,0.046,,160321,,,A,V*0E
$GNVTG,,T,,M,0.046,N,0.085,K,A*32
$GNRMC,010600.00,A,5237.03942,N,9715.42462,W,0.046,,160321,,,A,V*0E
$GNRMC,011500.00,A,5247.03942,N,9716.42462,W,0.046,,160321,,,A,V*0E
$GNGSA,A,3,,,,,,,,,,,,,9.62,5.88,7.62,3*08
$GNRMC,011600.00,A,5257.03942,N,9717.42462,W,0.046,,160321,,,A,V*0E
$GPRTE,2,1,c,0,PBRCPK,PBRTO,PTELGR,PPLAND,PYAMBU,PPFAIR,PWARRN,PMORTL,PLISMR*73
$GNGGA,103607.00,5327.03942,N,00214.42462,W,1,06,5.88,56.0,M,48.5,M,,*64
$GNRMC,012500.00,A,5307.03942,N,9718.42462,W,0.046,,160321,,,A,V*0E
$GNGNS,103607.00,5327.03942,N,00214.42462,W,AANN,06,5.88,56.0,48.5,,,V*34
$GNRMC,012600.00,A,5317.03942,N,9718.42462,W,0.046,,160321,,,A,V*0E
$GNRLM,00000078A9FBAD5,083559.00,3,C45B*06
$GNRMC,013500.00,A,5327.03942,N,9719.42462,W,0.046,,160321,,,A,V*0E
$GNRMC,013600.00,A,5337.03942,N,9720.42462,W,0.046,,160321,,,A,V*0E
$GNRMC,014500.00,A,5347.03942,N,9721.42462,W,0.046,,160321,,,A,V*0E
$GNRMC,014600.00,A,5357.03942,N,9722.42462,W,0.046,,160321,,,A,V*0E
$GNRMC,015500.00,A,5407.03942,N,9723.42462,W,0.046,,160321,,,A,V*0E
$GNRMC,015600.00,A,5417.03942,N,9724.42462,W,0.046,,160321,,,A,V*0E
$GNRMC,020000.00,A,5427.03942,N,9725.42462,W,0.046,,160321,,,A,V*0E
$GNRMC,030000.00,A,5428.03942,N,9725.42462,W,0.046,,160321,,,A,V*0E
$GNRMC,040000.00,A,5429.03942,N,9725.42462,W,0.046,,160321,,,A,V*0E
$GNRMC,050000.00,A,5431.03942,N,9725.42462,W,0.046,,160321,,,A,V*0E
$GNRMC,060000.00,A,5433.03942,N,9725.42462,W,0.046,,160321,,,A,V*0E
$GNRMC,070000.00,A,5435.03942,N,9725.42462,W,0.046,,160321,,,A,V*0E
$GNRMC,080000.00,A,5437.03942,N,9726.42462,W,0.046,,160321,,,A,V*0E
$GNRMC,090000.00,A,5447.03942,N,9727.42462,W,0.046,,160321,,,A,V*0E
$GNRMC,100000.00,A,5457.03942,N,9728.42462,W,0.046,,160321,,,A,V*0E
$GNRMC,110000.00,A,5507.03942,N,9729.42462,W,0.046,,160321,,,A,V*0E
$GNRMC,120000.00,A,5517.03942,N,9730.42462,W,0.046,,160321,,,A,V*0E
$GNRMC,130000.00,A,5527.03942,N,9731.42462,W,0.046,,160321,,,A,V*0E
$GNRMC,140000.00,A,5537.03942,N,9732.42462,W,0.046,,160321,,,A,V*0E
$GNRMC,150000.00,A,5547.03942,N,9733.42462,W,0.046,,160321,,,A,V*0E
$GNRMC,160000.00,A,5557.03942,N,9734.42462,W,0.046,,160321,,,A,V*0E
$GNRMC,170000.00,A,5607.03942,N,9735.42462,W,0.046,,160321,,,A,V*0E
$GNRMC,180000.00,A,5617.03942,N,9736.42462,W,0.046,,160321,,,A,V*0E
$GNRMC,190000.00,A,5627.03942,N,9737.42462,W,0.046,,160321,,,A,V*0E
$GNRMC,200000.00,A,5637.03942,N,9738.42462,W,0.046,,160321,,,A,V*0E
$GNRMC,210000.00,A,5647.03942,N,9739.42462,W,0.046,,160321,,,A,V*0E
$GNRMC,220000.00,A,5667.03942,N,9740.42462,W,0.046,,160321,,,A,V*0E
$GNRMC,230000.00,A,5707.03942,N,9741.42462,W,0.046,,160321,,,A,V*0E
$GNRMC,000001.00,A,5717.03942,N,9742.42462,W,0.046,,170321,,,A,V*0E
